"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 23, 2021","126.15","124.95","127.25","124.25","8.99M","0.88%"
"Apr 22, 2021","125.05","124.65","125.50","124.00","8.51M","0.44%"
"Apr 20, 2021","124.50","125.00","126.25","124.05","7.74M","-0.08%"
"Apr 19, 2021","124.60","125.60","126.00","123.40","7.13M","-2.54%"
"Apr 16, 2021","127.85","128.85","129.95","127.10","10.36M","-0.31%"
"Apr 15, 2021","128.25","127.95","130.80","126.95","8.92M","0.23%"
"Apr 13, 2021","127.95","124.80","128.45","124.80","7.81M","2.61%"
"Apr 12, 2021","124.70","128.00","128.30","123.60","11.33M","-3.71%"
"Apr 09, 2021","129.50","131.65","131.95","128.95","10.15M","-1.63%"
"Apr 08, 2021","131.65","131.30","133.75","131.20","9.33M","0.30%"
"Apr 07, 2021","131.25","130.30","131.70","129.75","5.66M","0.73%"
"Apr 06, 2021","130.30","130.85","131.85","129.30","6.69M","0.39%"
"Apr 05, 2021","129.80","131.90","132.10","128.05","9.01M","-1.78%"
"Apr 01, 2021","132.15","131.45","132.40","130.60","6.23M","1.38%"
"Mar 31, 2021","130.35","133.00","133.00","130.00","14.90M","-1.96%"
"Mar 30, 2021","132.95","131.00","134.45","130.15","20.58M","2.58%"
"Mar 26, 2021","129.60","129.10","130.40","128.70","9.51M","1.17%"
"Mar 25, 2021","128.10","132.00","133.10","127.05","18.63M","-3.17%"
"Mar 24, 2021","132.30","133.90","135.15","132.05","10.87M","-2.18%"
"Mar 23, 2021","135.25","135.60","136.65","134.10","8.89M","-0.29%"
"Mar 22, 2021","135.65","137.60","137.60","135.30","11.41M","-0.48%"
"Mar 19, 2021","136.30","136.00","140.00","133.50","33.29M","-0.55%"
"Mar 18, 2021","137.05","141.50","141.75","136.20","14.40M","-2.00%"
"Mar 17, 2021","139.85","145.05","145.45","139.50","15.55M","-4.02%"
"Mar 16, 2021","145.70","147.00","148.05","144.60","11.86M","-0.82%"
"Mar 15, 2021","146.90","146.45","147.60","144.75","15.78M","-2.39%"
"Mar 12, 2021","150.50","152.00","153.00","149.00","14.84M","-0.30%"
"Mar 10, 2021","150.95","153.05","153.25","149.40","10.79M","-0.49%"
"Mar 09, 2021","151.70","154.95","154.95","148.50","14.62M","-0.95%"
"Mar 08, 2021","153.15","153.90","156.00","152.35","18.73M","1.36%"
"Mar 05, 2021","151.10","152.00","152.70","149.70","17.32M","-0.62%"
"Mar 04, 2021","152.05","154.00","154.90","151.70","17.16M","-1.84%"
"Mar 03, 2021","154.90","155.00","157.30","153.80","17.61M","0.98%"
"Mar 02, 2021","153.40","154.35","156.15","152.50","17.57M","-0.62%"
"Mar 01, 2021","154.35","155.50","157.10","153.70","22.31M","1.41%"
"Feb 26, 2021","152.20","156.15","163.00","150.50","94.12M","-2.50%"
"Feb 25, 2021","156.10","146.90","157.70","145.75","85.58M","8.10%"
"Feb 24, 2021","144.40","139.95","145.00","139.50","38.78M","5.48%"
"Feb 23, 2021","136.90","137.60","138.60","136.20","19.18M","0.48%"
"Feb 22, 2021","136.25","138.85","139.40","135.10","20.40M","-2.15%"
"Feb 19, 2021","139.25","139.95","143.20","137.25","22.94M","-0.50%"
"Feb 18, 2021","139.95","135.00","141.20","134.05","22.07M","3.51%"
"Feb 17, 2021","135.20","133.30","135.75","132.90","8.95M","1.08%"
"Feb 16, 2021","133.75","132.30","135.40","132.30","11.74M","1.13%"
"Feb 15, 2021","132.25","134.50","134.85","132.00","10.56M","-1.20%"
"Feb 12, 2021","133.85","136.50","137.00","132.75","16.45M","-2.41%"
"Feb 11, 2021","137.15","138.30","139.50","136.00","14.15M","-0.83%"
"Feb 10, 2021","138.30","139.90","140.55","136.80","8.71M","-0.68%"
"Feb 09, 2021","139.25","141.50","143.45","138.70","8.58M","-1.62%"
"Feb 08, 2021","141.55","141.05","142.40","140.30","11.81M","0.50%"
"Feb 05, 2021","140.85","144.10","144.30","139.35","19.93M","-1.92%"
"Feb 04, 2021","143.60","137.90","144.25","136.80","30.75M","4.63%"
"Feb 03, 2021","137.25","131.25","138.00","131.25","25.48M","4.57%"
"Feb 02, 2021","131.25","131.00","132.85","129.65","15.49M","1.74%"
"Feb 01, 2021","129.00","126.40","129.75","125.85","12.81M","2.46%"
"Jan 29, 2021","125.90","129.25","129.65","125.25","15.27M","-1.79%"
"Jan 28, 2021","128.20","128.00","129.95","127.80","11.97M","-0.74%"
"Jan 27, 2021","129.15","132.00","132.55","128.70","11.64M","-2.05%"
"Jan 25, 2021","131.85","134.90","135.50","130.85","10.16M","-1.01%"
"Jan 22, 2021","133.20","137.35","137.80","132.50","14.81M","-3.02%"
"Jan 21, 2021","137.35","142.00","142.15","136.55","10.83M","-2.93%"
"Jan 20, 2021","141.50","140.50","141.95","138.65","11.82M","1.00%"
"Jan 19, 2021","140.10","140.85","141.90","139.60","8.95M","1.01%"
"Jan 18, 2021","138.70","143.30","143.90","136.60","17.09M","-3.18%"
"Jan 15, 2021","143.25","146.80","147.60","142.35","10.65M","-2.32%"
"Jan 14, 2021","146.65","146.60","148.20","144.85","14.76M","0.58%"
"Jan 13, 2021","145.80","148.50","148.80","143.50","21.15M","-0.58%"
"Jan 12, 2021","146.65","142.50","147.55","141.70","28.43M","3.49%"
"Jan 11, 2021","141.70","140.50","143.00","140.30","24.79M","1.43%"
"Jan 08, 2021","139.70","137.10","140.95","137.10","27.96M","2.34%"
"Jan 07, 2021","136.50","136.50","137.50","135.50","17.30M","1.04%"
"Jan 06, 2021","135.10","135.40","137.30","133.80","14.13M","-0.04%"
"Jan 05, 2021","135.15","136.75","136.75","134.40","12.37M","-1.53%"
"Jan 04, 2021","137.25","136.85","137.75","135.80","11.67M","1.40%"
"Jan 01, 2021","135.35","135.40","136.25","135.05","7.00M","-0.07%"
"Dec 31, 2020","135.45","135.60","136.70","134.75","15.24M","-0.11%"
"Dec 30, 2020","135.60","136.75","136.75","134.20","14.18M","0.37%"
"Dec 29, 2020","135.10","138.90","139.60","134.60","21.15M","-1.85%"
"Dec 28, 2020","137.65","139.90","139.90","137.20","15.22M","1.03%"
"Dec 24, 2020","136.25","136.35","139.10","135.60","14.52M","0.89%"
"Dec 23, 2020","135.05","135.50","136.70","134.10","10.09M","-0.33%"
"Dec 22, 2020","135.50","132.50","136.10","129.80","17.26M","1.92%"
"Dec 21, 2020","132.95","141.40","141.50","129.35","20.13M","-6.18%"
"Dec 18, 2020","141.70","143.45","143.65","139.45","13.63M","-1.22%"
"Dec 17, 2020","143.45","145.25","145.25","142.50","12.37M","-1.41%"
"Dec 16, 2020","145.50","144.35","146.00","143.50","16.12M","1.68%"
"Dec 15, 2020","143.10","143.65","144.35","140.80","18.78M","-0.17%"
"Dec 14, 2020","143.35","139.65","144.20","139.10","35.61M","3.69%"
"Dec 11, 2020","138.25","134.70","140.70","134.50","30.56M","2.52%"
"Dec 10, 2020","134.85","135.20","135.45","132.80","11.91M","0.11%"
"Dec 09, 2020","134.70","135.40","137.50","134.40","18.76M","0.34%"
"Dec 08, 2020","134.25","137.45","137.70","133.00","21.48M","-1.86%"
"Dec 07, 2020","136.80","133.30","137.20","133.00","14.13M","2.63%"
"Dec 04, 2020","133.30","134.20","134.95","131.10","19.37M","-0.11%"
"Dec 03, 2020","133.45","131.35","134.00","129.25","25.83M","2.85%"
"Dec 02, 2020","129.75","127.00","131.15","126.40","21.08M","2.65%"
"Dec 01, 2020","126.40","126.00","127.00","124.70","8.93M","0.68%"
"Nov 27, 2020","125.55","125.45","127.40","125.00","25.30M","0.40%"
"Nov 26, 2020","125.05","124.60","125.35","123.35","13.69M","0.89%"
"Nov 25, 2020","123.95","123.95","126.75","123.25","22.81M","0.57%"
"Nov 24, 2020","123.25","123.75","124.60","122.80","18.20M","0.41%"
"Nov 23, 2020","122.75","121.25","123.45","119.75","17.27M","1.07%"
"Nov 20, 2020","121.45","123.30","123.50","120.15","17.57M","-0.49%"
"Nov 19, 2020","122.05","121.75","124.30","120.85","29.19M","-4.83%"
"Nov 18, 2020","128.25","128.75","128.85","125.85","18.94M","-0.35%"
"Nov 17, 2020","128.70","128.30","129.30","127.20","20.37M","2.22%"
"Nov 13, 2020","125.90","122.50","126.35","121.20","23.38M","3.11%"
"Nov 12, 2020","122.10","126.05","126.50","121.00","35.74M","-2.98%"
"Nov 11, 2020","125.85","126.00","126.20","123.55","16.76M","0.84%"
"Nov 10, 2020","124.80","122.25","125.40","121.00","15.81M","2.51%"
"Nov 09, 2020","121.75","122.90","122.90","120.65","14.95M","-0.04%"
"Nov 06, 2020","121.80","120.25","122.40","118.30","18.91M","1.63%"
"Nov 05, 2020","119.85","116.35","120.60","115.25","14.90M","4.40%"
"Nov 04, 2020","114.80","116.50","116.50","113.70","7.38M","-1.46%"
"Nov 03, 2020","116.50","115.60","117.25","115.60","12.32M","0.69%"
"Nov 02, 2020","115.70","114.60","116.30","113.55","12.79M","1.31%"
"Oct 30, 2020","114.20","111.60","115.20","111.05","17.77M","3.02%"
"Oct 29, 2020","110.85","112.00","112.45","110.55","11.42M","-1.64%"
"Oct 28, 2020","112.70","113.95","114.00","112.40","9.37M","-1.10%"
"Oct 27, 2020","113.95","114.20","115.15","112.85","10.99M","-0.52%"
"Oct 26, 2020","114.55","117.90","117.90","114.20","11.24M","-2.68%"
"Oct 23, 2020","117.70","116.80","118.20","116.20","11.88M","1.64%"
"Oct 22, 2020","115.80","115.00","116.70","114.10","13.65M","0.61%"
"Oct 21, 2020","115.10","113.65","116.90","113.55","20.42M","1.28%"
"Oct 20, 2020","113.65","115.10","116.15","113.10","16.55M","-0.92%"
"Oct 19, 2020","114.70","112.50","115.35","111.25","18.11M","3.01%"
"Oct 16, 2020","111.35","111.30","112.75","109.60","12.23M","0.68%"
"Oct 15, 2020","110.60","110.85","112.70","109.55","15.48M","0.05%"
"Oct 14, 2020","110.55","113.20","113.95","109.60","19.66M","-2.90%"
"Oct 13, 2020","113.85","113.30","114.65","112.35","9.70M","0.57%"
"Oct 12, 2020","113.20","115.30","115.50","112.80","7.95M","-1.48%"
"Oct 09, 2020","114.90","113.35","115.90","112.30","15.96M","1.41%"
"Oct 08, 2020","113.30","114.70","115.00","112.65","11.66M","-1.00%"
"Oct 07, 2020","114.45","117.10","117.20","114.25","11.94M","-2.01%"
"Oct 06, 2020","116.80","119.35","119.35","116.30","11.22M","-1.35%"
"Oct 05, 2020","118.40","117.95","119.50","117.55","8.14M","0.98%"
"Oct 01, 2020","117.25","117.10","119.70","116.35","9.96M","1.08%"
"Sep 30, 2020","116.00","117.00","117.10","114.65","14.04M","-1.40%"
"Sep 29, 2020","117.65","121.15","121.55","117.15","12.07M","-1.96%"
"Sep 28, 2020","120.00","117.90","121.30","117.90","9.44M","2.48%"
"Sep 25, 2020","117.10","116.00","117.60","113.90","15.99M","1.21%"
"Sep 24, 2020","115.70","121.05","121.10","115.20","15.98M","-4.42%"
"Sep 23, 2020","121.05","119.75","122.50","118.95","9.28M","1.25%"
