Date,log return0,log return1,log return2,log return3,log return4,log return5,log return6,log return7,log return8,log return9,log return10,log return11,log return12,log return13,log return14,log return15,log return16,log return17,log return18,log return19,log return20,log return21,log return22,log return23,log return24,log return25,log return26,log return27,log return28,log return29
2019-03-22,-0.02168237193730892,0.010316413146232788,0.0017186677948136464,3.3901752723839544e-05,-0.011200327418720981,-0.02656060314735905,0.0033943815221672098,-0.007363924029599672,-0.012169387482334064,-0.021538309937378545,-0.012720745510804253,-0.009989130158534688,-0.003023357723587302,-0.005645367976316536,-0.002803621053973637,0.005600365502841885,-0.0023446669592541345,0.012146967415476436,-0.011421892500879846,0.017211879922794052,-0.018274773773498305,0.0055569731278639735,-0.002494267235399863,-0.021610781599578903,-0.00012720449957636203,-0.024803625482201518,-0.023844715794554758,-0.019108332495736936,-0.004672633060571579,-0.003830688461396473
2019-03-25,-0.02915946649715001,-0.009355435620928818,-0.015105926904631844,0.0027760398348044015,0.004625037920296916,0.012456726994868581,-0.0025366166751549426,-0.013826172024755348,9.490817641077587e-05,0.022381835925817776,-0.007050281837628377,0.0022606632400652884,-0.01828325526637435,-0.0025060426612292684,-0.021411884703129516,-0.010620047729319187,-0.010619568827460148,-0.024622623788551193,-0.02087111186081891,-0.012953689222057928,-0.00460410899500248,0.017478597273959763,-0.010517326036290497,-0.013747810697579943,0.010719068695137089,-0.012979327735214216,-0.03636764417087472,-0.013681490327253956,-0.010731433719111904,-0.015666116744399463
2019-03-26,0.019369863106563103,0.01869149775008948,0.015171970559511784,-0.0017425880990442001,0.029237147296835884,0.0005211047538453522,0.00271410043989035,0.002461662531807151,0.004639500818405142,-0.003166898033685573,0.016528657580002406,0.013084861732536646,0.00033402279373744936,0.005926781603743752,0.027265063393647218,-0.010252994808371777,-0.0056079677942965514,0.009104766992919287,0.025872615269838712,-0.0028731994088930443,0.009627562291667214,0.004199092251251373,0.020975864824892148,0.024071184095439783,0.0005032984126518242,0.03180562270863974,0.01391672560012977,0.03180184316087132,-0.000802188577892443,-0.005865119452398134
2019-03-27,-0.007405612714792315,-0.008792454600400065,0.002901611109927005,0.009202984267616062,0.0037077394677043356,-0.012977831748713876,-0.0007262691872725216,-0.016312810447102876,-0.007205188546935939,-0.008494423554289485,0.008239689309558661,-0.005164600138396854,-0.013657032916419225,-0.0017832733727729448,-0.0022862959279466295,0.0026759081458419143,-0.0010230179920344034,0.021623414358117047,-0.007549180033364432,-0.004636313863026945,-0.010333051332170037,-0.01314992277133608,0.0012388292701408703,0.00968270071641755,-0.006237176365220523,-0.013251822509646256,-0.007928683755507256,0.01731220765106825,-0.0074716418771984565,-0.001766264810081082
2019-03-28,-0.023565893760834164,0.01680711831638119,0.027793996907057403,-0.010558549067845986,0.017034294501825264,0.018044422645574043,-0.00011302262886521095,0.02283676847952832,0.0001902768533950062,0.0070130985558719,0.03738805975536041,0.0014546977534913253,0.012706059382051623,0.0018426610854726836,0.018520214388114298,0.011039294391000813,0.02326862693935427,0.002605298911763173,0.0059096521481241384,0.01471068788914777,0.011933725322370836,-0.00978800636616282,0.02341812929829863,0.020662986811630965,-0.017456779658429858,0.007936520023475736,0.008915363657952329,0.03249728463422336,0.01633190828620956,0.0007853917544892265
2019-03-29,-0.01379332213233576,-0.002876544780434295,-0.004428904187382165,-0.012867291303767235,0.009683093836887842,0.029872019443880498,-0.0035748697496674354,0.009527010297575885,0.006258910901533375,0.004648223032103073,0.004202074042850086,0.006965344701008879,0.012165662350414982,0.013507740697581492,-0.0001248361527119723,0.00816661644067734,-0.009208939085309837,0.016515083773269948,-0.004672469018455785,-0.001010101095985305,0.011500789973963154,-0.0017670079064372836,0.025510514724065285,0.0015719154402565193,0.022938913381804517,0.002387237573919459,0.05841775641063467,0.0054709007109012935,0.0006728309103590956,0.00019625159517403017
2019-04-01,0.06135057466138383,3.349578790776493e-05,-0.015102208800118705,0.0015617628780458664,-0.007815586249293658,-0.014314007141906743,-0.011621309696925142,0.022852781128305896,-0.006163786050094296,-0.003378381591627195,0.021199764024258955,-0.00306467212423428,-0.004378937214360919,-0.009891743396725716,-0.00563381771825602,0.015010789206127204,0.0,-0.0025625708052379463,0.0036650626313711175,0.019232049418413156,0.024887969867745156,-0.011945751406996866,-0.025548547081999915,0.020726130517116952,0.0052196959793443945,0.020761179947925153,0.023898196160916808,0.00621602623100603,0.014879676521547659,0.026528809120208507
2019-04-02,-0.003392297898141454,0.017629646022618867,0.002348337674107429,-0.02168665706690898,0.01774955169565822,-0.0295205279038452,-0.018415325048460298,0.044868506804263186,-0.005723568043123706,0.0,-0.00737343854585951,-0.007353582203452735,0.018354241607234312,-0.0016878140897325347,-0.0027659057110168916,0.005678456988321935,0.0021843241483453053,-0.017950084990181928,3.7329451074735006e-05,-0.0017363883949550274,0.0071374771338696096,0.02150076501293004,-0.02042169317478826,0.008171649149319258,0.0014123412346688411,-0.0015460384943668708,0.01978481801576329,0.01917972103861991,0.023183691055327693,0.0
2019-04-03,-0.026563293261746,-0.014385875726393212,-0.007718005477635507,-0.0020349456183722543,-0.0030158024561992482,-0.046532530574602354,-0.001370252374215945,-0.01825408357011628,-0.00421820201723863,-0.009776911035078146,0.0161932289756009,-0.0009175475037605331,0.008555695047332714,-0.009738161204366382,-0.012797133780855017,-0.008065092966053013,-0.00589177699626248,0.009705448800591323,-0.003927220651609574,-0.022742927301706413,0.02624303696828491,0.005739254680756926,-0.013120707109215323,-0.039953433205602205,-0.012059923841854654,-0.010485904458130392,0.024627453983439466,-0.02617547440464721,0.0,0.0
2019-04-04,-0.019633150132821756,0.01418839687244537,0.0008532143726341488,0.004135713170843142,-0.002152676475659332,-0.02480963485571187,0.017142613796748113,0.01926188649253344,0.0010562197918894888,0.00298571345707645,-0.02033748385276442,-0.0038453668725291533,0.014278382718292846,-0.0025469323250069077,-0.008580445804842176,-0.007194275634027085,-0.004568922407792572,-0.007270241474342295,-0.008505564807080635,-0.006808072168364493,0.0056675747365916036,-0.007994047067846035,0.00398409247239225,-0.008506165057420953,0.0022216010076489194,-0.016243794114136224,0.010371743796781706,0.0040479581975581035,-0.031663573281202805,-0.009986639557419434
2019-04-05,0.0131315018237357,-0.00299988686956576,6.560173190942896e-05,0.0008914915592837813,0.02429571942787635,0.010668265132960732,-0.01582245953133897,-0.00042742871750450697,0.02108139984895682,-0.00042598509696363713,-0.004783562461894137,0.009433702609230639,0.008363352618786422,-0.004480334648703777,0.004619538562862364,0.01512767702156614,-0.0008483923474851476,0.02216395168711871,0.009816352778217638,0.0037192385625605057,-0.0007594509815966524,-0.015417972544948604,-0.0004584415028619606,-0.00589024460707625,-0.006153085992952266,0.0006339664508463324,0.01873990105056723,-0.014870744412242233,0.016639519518143155,0.011705017068563315
2019-04-08,-0.01822835281671857,-0.012023527336255675,-0.010021180909549784,-0.002904638962568999,-0.029358770871592072,-0.020026053538521275,-0.0075601101002141635,-0.004775178194316792,-0.012671564350884155,-0.007484264594172019,0.0032341495615793438,-0.007049409754596624,-0.002090372896037549,0.0034897749014968686,-0.008872944472703863,0.010415737280657639,-0.0061297654898696515,-0.013170463189745121,0.0054494013623787,-0.00010919216011129187,0.003055389164322162,0.010389045677923708,0.010917866664461815,0.0,0.003388881560823808,-0.018375511394491145,-0.004228336109521064,-0.013495481474884621,0.010900113616317292,0.006085983029880126
