Date,log return0,log return1,log return2,log return3,log return4,log return5,log return6,log return7,log return8,log return9,log return10,log return11,log return12,log return13,log return14,log return15,log return16,log return17,log return18,log return19,log return20,log return21,log return22,log return23,log return24,log return25,log return26,log return27,log return28,log return29
2017-09-05,-0.05114169707636325,0.0077390749914679115,0.0032830950247680103,0.012121153884418947,-0.003865679568803299,0.015134818043243459,0.009660179081856712,-0.024062465661619094,-0.003745656747060942,0.02938154791065845,-0.0008137169876484604,0.002538246543525743,0.0067562070377340635,0.006701796266018632,0.0016815204903748702,0.0018792372250101307,-0.0008834703286891948,0.0056746067546095385,0.010475559818007834,-0.003544060768872626,-0.0005499178459032688,-0.006454609776679692,0.0024334090541198485,0.006637578954614689,0.006380222585621389,0.011855363300525315,0.0,-0.004329792079052344,0.011395758298978773,-0.00013455630080183334
2017-09-06,-0.051195105963886905,-0.0002487149739234277,-0.021180214589767453,-0.010270475631165907,0.03534110797299428,-0.008099471732061428,-0.0029946687229109445,-0.009881476723828882,-0.002325790475011486,0.007652347751339027,-0.010356972422843424,0.0025887693861005993,0.004347464713764945,0.0009951899975455016,-0.007589209205692569,-0.006997897795982331,-0.025603403759413713,0.026380657593629137,0.007810374540377305,-0.008065098857378534,0.003760254943800249,-0.008827002725576487,0.0013150078541667386,-0.032557723483432006,-0.0055605504085816295,0.007809845066471457,-0.00402091414279127,-0.008351537285347401,-0.012617343103797782,-0.00017943656965420875
2017-09-07,0.01582889496198122,-0.006154633308950847,0.0075800049626181705,0.015256836883581704,0.05456398277765416,-0.02039730772908377,0.0031120162006614475,-0.013018322098241202,-0.007370819887436595,-0.009821332137112775,0.009658973325169923,0.0037628432800590086,0.0037675417804080525,0.001946049513812454,-0.009183738016014523,0.00015754233982954462,-0.01941097386094207,0.003793631256839557,-0.0026637866629607974,0.010237326243724504,0.009203501505875468,0.007438435041230332,0.00010795497915597935,-0.00035977694217911903,0.012687167702597079,-0.005598670946686254,0.010420935988258837,-0.00018233202712566744,0.002814880025909065,0.005859872284556819
2017-09-08,-0.027929301896068598,0.004411894278660881,-0.00524935588614379,-0.01700460977537466,-0.037364246744867935,-0.02072463206314679,0.00634904943976768,0.015504608274832587,-0.00397758615178285,0.006688988150796489,0.00023272050372674723,0.01187730737840768,-0.001432242546529743,-0.0009932542305636394,-0.002223553468948118,-0.012864826821513574,0.007185659660874533,-0.002464222647791931,0.014042858389111582,0.03763207465026103,0.006488400637086255,-0.01305379841619027,-0.00199719118316816,-0.007948018718706939,-0.02846948363169659,-0.0014694535413575405,0.0063593219082924216,-0.008791265411170545,0.004252931330524046,0.005204753847823024
2017-09-11,-0.03746325218173464,0.027929743383869325,-0.00020244964134340406,0.004841713122123389,0.015347985348518743,-0.0021450866259647124,0.0021105261551428137,-0.0013775036953406123,0.003345845685846566,0.008007073343087532,0.001395186832524881,0.019773165849229116,0.0014322425465297173,0.010175374617751488,-0.004118056608917374,-0.006357358647661282,0.004579181918711975,0.009256701593679289,-0.00104267530113701,0.038034079139827585,0.021306385591884337,0.011663299930270607,-0.002285262922162064,0.002173913899619967,-0.0013882464052785764,0.0012226374674419631,-0.0007927071362389971,-0.003132199704920157,-0.0065524031334066035,0.0021274717713209673
2017-09-12,-0.03570870332278291,0.014673130478253573,0.005250415938648076,0.002097062324944236,-0.013657367870611102,0.04130211350530228,0.004620125462427087,0.005579303720027118,0.011935350549272633,0.0019432575100805636,0.003873052373282619,0.006475989781634951,0.00916258714766769,0.02421465034028923,0.0013745706631665632,0.006083773310128826,0.014694141939220565,0.014189931896710193,0.015037877364540502,0.010130391769522561,0.001484945262404352,-0.001392434664524628,0.022310265526107365,0.023959665713866783,0.002890008369493757,0.007120794064164804,0.003957266739201925,0.009184487780658423,0.013750969830857674,-0.010190774173356591
2017-09-13,0.048777435126210245,-0.0011149604945904588,0.005623634021336299,-0.00027253990323196776,0.006707815394734093,-0.06510688218079273,0.002946641136404635,-0.008800877495910877,-0.010942794636521128,-0.004670177781884626,0.008367285208529725,0.0036196371915389,-0.011185173375689871,0.0009197241476075296,0.002743485945750834,-0.00034208696184082874,-0.02239918831362603,-0.020793106535359512,-0.0015671681546293313,-0.005624403480185337,-0.003919622149047165,-0.007225296553447757,0.002340677162551169,0.01054491317661504,0.02354606738258991,0.03020072136500952,-0.02155772107497899,-0.00018286550293257535,0.0003032575622482082,-0.0073625472875299665
2017-09-14,0.04869317566249389,-0.007117183181584587,0.04014080923155874,-0.0022512928854315287,0.0014409035646882706,0.0005995803117567256,0.0024681175726838033,-0.006883912634556871,0.020619287202735825,-0.005084093860774121,0.010844236171228963,-0.001328585469911791,-0.0035493994839701343,-0.0024811922445825215,0.005805035936292522,0.009737794145460473,0.0018399269220072951,0.005850729155443025,-0.01237840981130224,-0.007507573569568554,-0.006465839229443409,0.0009352350459562626,0.05272275589317846,0.015611765472113433,0.0161052086384111,-0.0060824536344257114,0.001612903575464779,0.002921842838364772,-0.0009018463865106836,-0.04299658872166698
2017-09-15,-0.014409823154939532,-0.000441492250955113,-0.006950505826523302,0.032670294447666136,-0.003750676501607963,-0.006514681021193642,0.0037619444571623047,-0.0072891014094786715,-0.008072071150647182,0.018452499867563553,0.007059491712958816,0.005173699640927078,-0.0016098287738431872,-0.0014836500506079516,-0.007175838070071202,0.017598913791527563,-0.009976066478444057,0.006938611991545877,-0.0025339739790501033,-0.001483557512685512,0.003648736268208217,-0.006800354498354259,-0.008827286889324472,-0.004139364309876445,-0.018882643217899963,-0.0024313864286212906,0.00482316047542926,-0.009895627754223849,0.007648033357060461,0.008058136833613729
2017-09-18,-0.016369413135092607,0.008355202616315486,0.016143331265895417,0.03628501251794693,0.0046665353140397615,0.0014067526435669589,0.0071900637237384555,0.001648804990183664,0.016430013614880338,0.018118165113641543,0.01156704221553908,0.006203480430752522,0.0015816084862766608,0.026960719303344843,0.004789608882564072,0.0009317390917426592,-0.008577341417303755,-0.01886492467344529,0.011868988549090898,0.020854919523154866,0.00714745686224897,0.01332262313564795,-0.013608138580488404,0.000691085030960468,0.01385527132658267,0.004439107265089989,-0.011290442515692181,-0.004059795205181137,-0.0027958593873650176,0.012335530188695964
